1.3.2,2014-11-07 13:22:01 -0500
1.3.1,2014-10-31 12:28:58 -0400
1.3.0,2014-10-13 15:27:20 -0700
1.3.0-rc.5,2014-10-08 15:51:30 -0700
1.3.0-rc.4,2014-10-01 17:37:40 -0700
1.3.0-rc.3,2014-09-23 18:47:24 -0700
1.3.0-rc.2,2014-09-16 14:52:25 -0700
1.3.0-rc.1,2014-09-09 15:45:51 -0700
1.3.0-rc.0,2014-08-29 21:22:46 -0400
1.3.0-beta.19,2014-08-22 15:57:26 -0700
1.3.0-beta.18,2014-08-11 16:54:40 +0100
1.3.0-beta.17,2014-07-25 16:37:53 +0100
1.3.0-beta.16,2014-07-18 12:18:26 -0700
1.3.0-beta.15,2014-07-11 11:15:42 -0700
1.3.0-beta.14,2014-06-30 09:52:32 -0700
1.3.0-beta.13,2014-06-16 10:47:09 -0700
1.3.0-beta.12,2014-06-13 13:41:18 -0700
1.3.0-beta.11,2014-06-06 20:22:50 +0100
1.3.0-beta.10,2014-05-23 15:08:36 -0700
1.3.0-beta.9,2014-05-16 15:14:12 -0700
1.3.0-beta.8,2014-05-09 14:42:26 +0100
1.3.0-beta.7,2014-04-25 15:00:17 -0700
1.3.0-beta.6,2014-04-21 15:57:08 -0700
1.3.0-beta.5,2014-04-03 14:46:15 -0700
1.3.0-beta.4,2014-03-28 17:43:17 -0400
1.3.0-beta.3,2014-03-21 11:16:35 -0700
1.3.0-beta.2,2014-03-14 16:26:40 -0700
1.3.0-beta.1,2014-03-07 16:23:14 -0800
1.2.14,2014-03-01 09:51:19 -0800
1.2.13,2014-02-14 16:41:02 -0800
1.2.12,2014-02-07 17:00:28 -0500
1.2.11,2014-02-03 09:40:03 -0800
1.2.10,2014-01-24 15:28:28 -0800
1.2.9,2014-01-15 10:02:10 -0800
1.2.8,2014-01-10 12:37:49 -0800
1.2.7,2014-01-03 10:28:30 -0800
1.2.6,2013-12-19 15:50:07 -0800
1.2.5,2013-12-13 10:52:13 -0800
1.2.4,2013-12-06 13:14:56 -0500
1.2.3,2013-11-27 10:04:59 +0000
1.2.2,2013-11-22 09:05:42 -0800
1.2.1,2013-11-14 22:33:20 -0800
1.2.0,2013-11-08 09:40:09 -0800
1.2.0-rc.3,2013-10-14 10:36:23 -0700
1.2.0-rc.2,2013-09-04 14:50:39 +0200
1.2.0rc1,2013-08-13 11:50:32 -0700
1.1.5,2013-05-22 01:05:11 -0700
1.1.4,2013-04-03 18:54:52 -0700
1.1.3,2013-02-20 12:54:44 -0800
1.1.2,2013-01-23 10:54:35 -0800
1.1.1,2012-11-27 01:45:35 +0100
1.1.0,2012-09-04 11:11:09 -0700
1.0.8,2013-08-22 11:20:23 -0700
1.0.7,2013-05-22 01:05:53 -0700
1.0.6,2013-04-04 10:48:05 -0700
1.0.5,2013-02-20 12:58:02 -0800
1.0.4,2013-01-23 10:57:51 -0800
1.0.3,2012-11-27 01:44:46 +0100
1.0.2,2012-09-04 11:08:40 -0700
1.0.1,2012-06-25 09:30:57 -0700
1.0.0,2012-06-14 10:50:22 -0700
1.0.0rc12,2012-06-12 01:46:02 -0700
1.0.0rc11,2012-06-11 00:03:01 -0700
1.0.0rc10,2012-05-23 21:05:21 -0700
1.0.0rc9,2012-05-14 22:13:15 -0700
1.0.0rc8,2012-05-07 00:09:20 -0700
1.0.0rc7,2012-04-30 16:32:45 -0700
1.0.0rc6,2012-04-20 15:06:39 -0700
1.0.0rc5,2012-04-12 03:56:28 -0700
1.0.0rc4,2012-04-05 11:46:36 -0700
1.0.0rc3,2012-03-29 16:10:40 -0700
1.0.0rc2,2012-03-20 15:38:57 -0700
g3-v1.0.0rc1,2012-03-16 12:06:29 -0700
1.0.0rc1,2012-03-14 01:00:46 -0700
0.10.6,2012-01-17 13:54:18 -0800
0.10.5,2011-11-08 04:29:07 -0800
0.10.4,2011-10-22 21:39:39 -0700
0.10.3,2011-10-14 08:31:39 -0700
0.10.2,2011-10-08 09:18:19 -0700
0.10.1,2011-09-09 01:01:46 -0700
0.10.0,2011-09-02 11:32:29 -0700
0.9.19,2011-08-21 01:12:34 -0700
0.9.18,2011-07-29 16:30:24 -0700
0.9.17,2011-06-30 09:10:59 -0700
0.9.16,2011-06-07 16:11:01 -0700
0.9.15,2011-04-11 14:23:26 -0700
0.9.14,2011-04-01 12:26:04 -0700
0.9.13,2011-03-13 22:48:26 -0700
0.9.12,2011-03-03 23:14:43 -0800
0.9.11,2011-02-08 17:47:31 -0800
0.9.10,2011-01-26 23:51:06 -0800
0.9.9,2011-01-13 22:08:27 -0800
0.9.7,2010-12-10 17:08:52 -0800
0.9.6,2010-12-06 21:11:10 -0800
0.9.5,2010-11-25 10:11:26 -0800
0.9.4,2010-11-18 22:40:01 -0800
0.9.3,2010-11-10 22:15:16 -0800
0.9.2,2010-11-03 13:06:45 -0700
0.9.1,2010-10-26 22:18:25 -0700
0.9.0,2010-10-20 15:51:36 -0700
